group,CD8,CD28,CD95,CD45RO,CD45RA,CD27,CD127
healthy,-0.155702264990238,-0.407104704193896,-0.0134395793727426,0.0547132352161053,-0.083370182202567,-0.565579912464113,-0.473635467914936
healthy,-0.349500364390064,-0.387001245221291,-0.106871253553818,-0.284249349071927,0.191038299159895,-0.524811543415097,-0.30254740828154
healthy,-0.309366001621732,-0.35273223594463,-0.0912655172588427,0.0105689085140888,-0.0236103311040211,-0.441944646278405,-0.396184456641021
healthy,-0.275748889029536,-0.25597329540713,0.357916854317912,0.278450821759375,-0.215575136074635,-0.644948672294601,-0.449466477720745
healthy,-0.0284827162495095,-0.421447436868651,-0.559746042584974,-0.871397898905971,0.730328580868371,-0.175068303066397,-0.146630824806072
moderate,-0.234514503144455,-0.0010411062689125,0.194542198078191,0.112193806089976,0.0353778729718229,-0.0815419720383567,-0.251056487645109
moderate,-0.399361956563797,-0.244883909807318,-0.0772438731093405,0.034185953097831,-0.0943089037313079,-0.415799822759164,-0.322544908182292
moderate,-0.516176079908397,-0.583349104345115,0.413908828007103,0.0191964687812394,-0.246218372395171,-0.791642737389103,-0.592474541238204
severe,0.0775005524660864,0.0690891932919399,-0.167273294686843,-0.263457068039056,0.151198841021624,0.0563110755363925,-0.162528574196511
severe,-0.278156347902216,-0.361020557337214,-0.400834615939583,-0.20635304830913,0.0171955654107313,-0.175712592254495,-0.125867799172343
severe,-0.581781268067308,-0.124908394138119,-0.0779165655797317,-0.126609303994087,0.418946135490286,-0.189677674330619,-0.111736659842356
