group,CD3,CD8,CD28,CD27,CD38,CD127
healthy,-0.0945122791938716,-0.0746860082197503,0.326640413720058,0.539406287172552,-0.144957114309301,0.349420534768499
healthy,0.253570339887321,0.201863126448587,0.435955891211643,0.628747353041802,-0.044520368234283,0.437903091698126
healthy,-0.0736526234195171,0.227672100591502,0.594581035527572,0.636966933520883,-0.112318454259287,0.459250455427444
healthy,0.056253654432316,-0.0422010010142397,-0.39419887492698,-0.642114575115179,0.203010197130252,-0.531783415183339
healthy,0.284758802843345,0.536815825028229,0.24359570626837,0.600556900613962,-0.308404502333756,0.495502684033847
moderate,-0.132197399663712,0.0457027226245778,0.118462989144082,0.226879449347665,0.522031968872303,0.176029278204234
moderate,0.0859380648282026,0.338813161806062,0.41062659882563,0.620470565912942,-0.274271425627076,0.379633450386231
moderate,0.068456664528117,0.314397047487889,0.617076327333682,0.820439773132963,-0.0787716945134978,0.661509742179857
severe,0.29142368336744,0.0992041606070904,0.054614567662998,0.169324565977658,-0.276440878373559,0.277528075397211
severe,-0.397592701378119,-0.423255953228965,0.0921016045244998,0.006576253833025,0.411949192713187,0.0668682315107248
severe,-0.539573441651617,-0.0620902905384361,0.607621068587925,0.613802592850559,-0.029623649324315,0.571249888816996
