group,CD8,CD28,CD45RA,CD27,CD38,CD127,CD94
healthy,0.112923858557466,0.420043148967199,-0.100500036020382,0.599747406346761,-0.039628965221647,0.453790898705098,-0.035825189857563
healthy,0.0730069598053802,0.388571189641982,-0.282526165374908,0.595609597790393,-0.0533010037176325,0.42202566322543,-0.0807057119835645
healthy,0.0340323211321811,0.406985488362313,-0.4946564679386,0.382001940794547,-0.0935245267284302,0.256340317125858,-0.384024252212327
healthy,0.0814385259710586,0.333837320184237,0.329159018704721,0.797299764836937,-0.115897970817822,0.26752906158256,-0.407073532831013
healthy,-0.576482221420951,-0.169858089116518,-0.0357044230598721,-0.553250430125053,0.361706123110416,-0.454422692714514,0.374533786257103
moderate,-0.0171086701460861,0.34515653666084,-0.191615530569418,0.406414417790977,0.134325126756003,0.452005115908365,0.240944704232522
moderate,0.208621253818052,0.492854380430238,0.244393296570517,0.598705263894799,0.0941695558797959,0.264013035448366,-0.0111229894368404
moderate,-0.141981013252403,0.444285299166131,0.204508387226843,0.574834742681397,0.289450210637219,0.461631768231812,0.0512600687488229
severe,0.255306764448675,0.0766562318167802,-0.0551932878653929,0.205837858850852,-0.502967885029806,0.39298605333686,0.138156784309783
severe,-0.388061793138071,0.177757402913448,-0.0138736780004523,0.125092860902548,0.273708480830152,0.217918439532985,0.379313020595892
severe,0.389403895061565,0.591951841388858,0.0913153522301711,0.751143744798413,-0.287052636796028,0.74168706376516,-0.498233502528567
